Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@genesiscaseros	Caso positivo de Covid-19 en Concepción del Uruguay: Comunicado oficial desde el municipio de Pronunciamiento https://t.co/RmKnU3zDHt	2020-06-22 16:06:42	es		0.0	0.0		Génesis Multimedia	Primera Radio Multimedia de Entre Ríos, Argentina ..::LRM774 Génesis 102.5 MHz::. TELEVISIÓN+RADIO+WEB!	66116.0	5.0	1555.0	1700.0	18.0	False		
@OJO_HCUAMP	"Si esto es verdad q no lo dudo. Tendremos Covid forever.
https://t.co/1ltL6AG7kd"	2020-06-22 16:06:40	es		0.0	0.0		HCUAMP	OJO CRUDO A LA REALIDAD INTERNA y MISTERIOSA del HOSPITAL CENTRAL DE BARQUISIMETO (sin violar la integridad del paciente)	1198.0	8.0	92.0	313.0	0.0	False		
@REMIPSO	Una interesante nota https://t.co/YGeBxkKNAo	2020-06-22 16:06:40	es		0.0	0.0		REMIPSO		135.0	133.0	70.0	43.0	0.0	False		
@Dems_Espanol	"Las pruebas no son un ""arma de doble filo"": necesitamos más pruebas, más información y un liderazgo real. https://t.co/Vgu2g0v2Qi https://t.co/3xLzHmBJ3t"	2020-06-22 16:06:39	es		0.0	0.0		Democrats en Español	@TheDemocrats 🙏💬🌎🇺🇲	143.0	4.0	881.0	137.0	1.0	False		
@CHIKISclaudio	@lopezdoriga @Aire_CDMX No volveremos a nuestra vida antes del Covid-19.Está en nosotros construir un futuro mejor. #SheinbaumEnLeMonde https://t.co/4VTGLdx1XO	2020-06-22 16:06:38	es		0.0	0.0	@lopezdoriga	Claudiojuarez	Pruebame y no me dejarás ir!!😎💣	49.0	20.0	719.0	145.0	0.0	False		
@Billyzarzuela1	@MartePiantini Los que tienen el covid-19 no deben ir a votar van a contagiar a los demás,si el ama tanto este país y su gente por lógica no debe ir a votar...	2020-06-22 16:06:37	es		0.0	0.0	@MartePiantini	billy ZARZUELA FLETE		3152.0	7099.0	886.0	187.0	0.0	False		
@noticias_tvperu	"🔴 Las preguntas y respuestas que necesitas saber para afrontar el estado de emergencia en ""Hablemos del COVID-19"" por #TVPerúNoticias. Sigue el programa EN VIVO ►https://t.co/HhzJrUtzCZ #PrimeroMiSalud https://t.co/eY2G3CPN3Q"	2020-06-22 16:06:36	es		0.0	0.0		TVPerú Noticias	Somos el canal de noticias de @TVPeruPE. Tenemos la mejor cobertura y análisis sobre el acontecer nacional e internacional.	221815.0	3218.0	1844.0	905966.0	1816.0	True		
@elplenero	Covid-19 deja a los tamboreros/as sin callos y posibilidad de buscar el pan en la calle. Pero seguimos, no nos para nadie!! https://t.co/L3Ib9wLFIa	2020-06-22 16:06:34	es		0.0	0.0		hector matos	percusionista boricua especializado en bomba & plena, director de Viento de Agua	94.0	5.0	1051.0	572.0	2.0	False		
@DiarioLaGaceta	#Salud | En el marco de la pandemia por covid-19 que afecta al país, el Ministerio de Salud @SaludSV, se reúne hoy 22 de junio, con delegados de laboratorios y hospitales del sector privado. https://t.co/Z3E39nkBmi	2020-06-22 16:06:32	es		0.0	0.0		Diario La Gaceta	Fundado: 8 de julio 2012 Publicidad: diariolagacetaesa@gmail.com	40018.0	247.0	1326.0	28835.0	125.0	False		
