Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@DionicioAbad	@sussydeportes Parece que el Covid ta bajando porque era Covid 19, y ahora es 18	2020-08-01 16:53:08	es		0.0	0.0	@sussydeportes	Dionicio Abad		1190.0	5517.0	123.0	34.0	0.0	False		
@aralg70	@dr_benitezsv Estas mascarillas son para cortar grama. 😱y NO para protección del Covid 19.	2020-08-01 16:53:06	es		0.0	0.0	@dr_benitezsv	AL		627.0	933.0	210.0	16.0	0.0	False		
@HernndezAlpzar	#Covid19: la alcaldía que más enfermos activos concentra es Coyoacán, con 150 casos activos en cuatro colonias, Pedregal de Santo Domingo con 62, Ajusco con 39, Pedregal de Santa Úrsula con 32 y Adolfo Ruiz Cortines con 16. https://t.co/YwcADvuhOq	2020-08-01 16:53:02	es		0.0	0.0		Hernández Alpízar	Nací, y aquí estoy: Vivito y twitteando. ¿Qué más?...	40440.0	156.0	2384.0	1221.0	15.0	False		
@gldanahi	El costo d q mi mamá siga cobrando su sueldo en pandemia es usar un barbijo dentro d mi casa hasta q consiga un depto pq no saben todavía si el paciente q entró anoche en su turno era positivo para https://t.co/8xAfYRrdzFéanme q preferiría q no trabajara q estuviera en casa*sigue	2020-08-01 16:53:00	es		0.0	0.0		ana	puto el q lee 😋	20952.0	5173.0	313.0	512.0	3.0	False		
@VenteSucre	"#ForoChat | COVID-19: qué sabemos y hacia dónde vamos.

El Dr. @cgtorresviera compartirá sus conocimientos, experiencias y proyecciones.

Moderadora: Heira Núñez (@nini0405).

¡Hoy! #1Ago a las 3:00 P.M.
Organizado por @AsoCiudadanasVV 

Únete 👇
https://t.co/D62nq1DAkz"	2020-08-01 16:52:58	es		0.0	0.0		Vente Sucre Edo. Sucre	Equipo de @ventevenezuela en el Estado Sucre. Luchamos para recuperar la libertad, dejar atrás el socialismo y construir una República Liberal Democrática.	10138.0	575.0	1021.0	2845.0	12.0	False		
@joaortega89_	Caña con ruda y nv covid-19	2020-08-01 16:52:56	es		0.0	0.0		Joaquín 🇦🇹	Unión de Santa Fe 🔴⚪🔴	195.0	285.0	52.0	58.0	0.0	False		
@StellaRICCI10	"Covid 19 :vivis
T haces d river: Moris

Muero contenta pero d lo único q siempre voy a estar segura q voy a ser  bostera hasta el día  final, aunq tgo amigos d river pero mi ❤ 100% 
Boca Juniors 💙💛"	2020-08-01 16:52:54	es		0.0	0.0		Stella RICCI💥	"profe de ingles##BOSTERA 🙋‍♀️ #amo los animales🐕 en gral##mama por sobre todas las cosas# @ARGENTINA instagram
stella.Ricci.986❤no crezca es trampa
#NO DM"	12741.0	18691.0	8034.0	10682.0	5.0	False		
@CParejaLazaro	@profdefle1 @matjamfle No lo descartes, todo es posible en la mente de IDA, cualquier idea u ocurrencia peregrina como la cartilla covid-19, fomentar la tauromaquia para vertebrar el país o reconocer a los concebidos no-nacidos como parte de la unidad familiar en el libro de familia	2020-08-01 16:52:53	es		0.0	0.0	@profdefle1	Instruction Publique 🍏	En ocasiones veo centros concertados... Vivo con miedo de que me cierren el colegio público. Docente por accidente, c'est à dire, enseignant par accident	9096.0	5230.0	1102.0	495.0	10.0	False		
