Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@TucunetBlog	"Ultimo momento:

Desde mañana quedarán prohibidas las reuniones sociales en todo el país.

La medida se extenderá hasta el 16 de agosto para evitar el aumento de contagios por covid-19. https://t.co/8gqxycENFm"	2020-08-02 15:51:08	es		0.0	0.0		⎛⎛ TUCUNET ⎞⎞	Desde #Tucuman, al mundo.	66291.0	1.0	20232.0	22573.0	99.0	False		
@ElNacionalWeb	#ENEditorial Covid-19: la derrota de los generales | Por @miguelhotero https://t.co/TaNBzyC2R1 https://t.co/sjqTowt4sl	2020-08-02 15:51:05	es		0.0	0.0		El Nacional	Te informamos sobre las noticias más recientes de Venezuela y el mundo ¡Tu opinión es importante! Síguenos en Instagram y Telegram como Elnacionalweb 📲	7299267.0	7478.0	348518.0	4987623.0	17516.0	True		
@TVVnoticias	#2Ago Tras cumplirse 500 días de la detención de @ROBERTOMARRERO , su hermano Reynaldo recuerda que a pesar de la pandemia del covid-19 y de que se han liberado presos comunes, el Ministerio Penitenciario del régimen no ha otorgado medidas humanitarias a los presos políticos. https://t.co/P3bY4MmFQ7	2020-08-02 15:51:04	es		0.0	0.0		TVV Noticias	Cuenta oficial de https://t.co/MyFtivLohm para informar lo que ocurre en Venezuela y el mundo. Sintonízanos en EEUU por Directv, Comcast, Spectrum, VIVOPlay y más.	263222.0	887.0	863.0	474727.0	1139.0	True		
@miguelmoreano08	@canalN_ CANAL N : TE EQUIVOCAS. SON TODAS MENTIRAS. NO HAY VACUNA. NI EN LA UNIVERSIDAD OXFORD. NI CHINA. CON ESTO MALOGRAS EL PENSAMIENTO DE LA GENTE. LO QUE YO SE DIOS OMNIPOTENTE MANDA COVID - 19. DICIENDO EL FIN SE HACERCA. 😀🇱🇷😀🇱🇷😀🇱🇷🇱🇷🇱🇷🇱🇷😭😭😭😭😭😭😭	2020-08-02 15:51:00	es		0.0	0.0	@canalN_	Miguel	Miguel Moreano. Ciudadano, Abanauino. Apurimac. Peru. Cristiano Evangelico. De Formacion Profesional Farmaceutico.!	533.0	34.0	76.0	19.0	0.0	False		
@SomosLaSele	| #SomosLaSele | Miguel Camargo y sus compañeros del Deportivo Táchira tuvieron que suspender entrenamientos. #Panamá #Concacaf #Fifa #Catar2022 #Fútbol #Covid_19  https://t.co/RSIKJZmDQK a través de @somoslasele	2020-08-02 15:50:59	es		0.0	0.0		SomosLaSele	Cuenta oficial de https://t.co/dP7aAdBffk Página dedicada a todo lo que ocurre con el fútbol panameño. ¡Porque todos somos la Sele! #SomosLaSele	49189.0	4764.0	142.0	123130.0	233.0	True		
@maytealonso	"El tren del miedo:
https://t.co/FL6d6lxIkc"	2020-08-02 15:50:57	es		0.0	0.0		MAYT∃	Vengo de la página en blanco a buscar la tinta negra.	993.0	6726.0	908.0	916.0	6.0	False		
@Institucional08	Covid-19 gesta tormenta en la economía que no parará pronto via El Universal https://t.co/dpM0xMmPsV	2020-08-02 15:50:57	es		0.0	0.0		Boris Basulto	Hombre Libre y de Buenas Costumbres, siempre buscando se realice la justicia basada en la razón; institucional pero critico en los momentos que son necesarios	75162.0	839.0	508.0	355.0	3.0	False		
@msncl	Irán registra récord de casos de COVID-19 https://t.co/D9JJFNoenO	2020-08-02 15:50:54	es		0.0	0.0		MSN Chile	Twitter oficial de MSN Chile. #Noticias de #Chile y el mundo, #deportes, #entretenimiento y más.	129336.0	68.0	422.0	22647.0	98.0	True		
