Author	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude
discrete	string	time	discrete	discrete	continuous	continuous	discrete	discrete	string	continuous	continuous	continuous	continuous	continuous	discrete	continuous	continuous
class	meta title=True	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
@osoriobanco	Solo se puede hacer ejercicio 2 veces a la semana de 6 am a 7 am para evitar la propagación del COVID-19! Pero si se puede estar a menos distancia haciendo fila en un supermercado o en un banco todo un día y venta de bebidas embriagantes de 5 am a 7 pm?? Quien es el ignorante?	2020-05-11 19:09:38	es		0.0	0.0		JORGE LUIS OSORIO		784.0	267.0	140.0	52.0	0.0	False		
@RestoPedemonte	Fiscales estatales piden al Congreso de EE.UU. investigar a China por el COVID-19 https://t.co/3ocSsmCWTK	2020-05-11 19:09:37	es		0.0	0.0		Restaurant Pedemonte	"El Restaurant Pedemonte fue fundado por José Pedemonte 
Escritores como Leopoldo Lugones o Rubén Darío se sentaron en sus mesas"	6671.0	89.0	965.0	885.0	4.0	False		
@luckskysativa	"@mmlagoscc @ElMercurio_cl A los fachos les gusta solo ""su verdad"" y el tema aca es que este desgobierno carece de esta. Si queremos acabar con el covid 19 devemos : 1ero destitucion de Piñera y Mañalich y gob de emergencia. 2do.cuarentena nacional. 3ero y e importante;decir la verdad aunque duela."	2020-05-11 19:09:36	es		0.0	0.0	@mmlagoscc	Angus Young	Trancando de cabeza contra el fascismo y el neoliberalismo. Hincha del ALBO, ACAB, APRUEBO NUEVA CONSTITUCIÓN 🤟👍😁	2804.0	800.0	125.0	68.0	1.0	False		
@RompevientoTV	"🔴#EnVivo ¡Ya inició la mesa de periodistas en #RompevientoTVInforma @eledesmaa!

Hablamos sobre el @nytimes y medios internacionales frente a la #Covid19_mx en México.

Con: @blanchepetrich, @fabriziomejia, @oriolmallo y #AurelioFernández 

¡Conéctate!
https://t.co/3BVgTcvNSc"	2020-05-11 19:09:36	es		0.0	0.0		Rompeviento TV	Rompeviento TV es un medio de comunicación audiovisual crítico e independiente.	108786.0	3125.0	17709.0	61710.0	617.0	False		
@MagazineGlobal	Fiscales estatales piden al Congreso de EE.UU. investigar a China por el COVID-19 https://t.co/hPMj7O7DF7	2020-05-11 19:09:36	es		0.0	0.0		Magazine Global	Magazine Global * miembro de la #RedPowerful (http://t.co/2oh3cQkZoO)	6422.0	9.0	87.0	77.0	0.0	False		
@FerretizReyes	Siguen en aumento los casos de covid 19, quedemonos en casa para no saturar los hospitales #MásHospitalesEdomex https://t.co/7KjP4EXT5d	2020-05-11 19:09:36	es		0.0	0.0		Viridiana Reyes Ferretiz	Viry Reyes Ferretiz	156.0	184.0	400.0	257.0	1.0	False		
@PalomaUtz	Fiscales estatales piden al Congreso de EE.UU. investigar a China por el COVID-19 https://t.co/IJXljpQZp3	2020-05-11 19:09:35	es		0.0	0.0		Paloma Utz		12315.0	154.0	270.0	75.0	9.0	False		
@PeruNewsTV	CORONAVIRUS - Urgen a liberar a prisioneros en Florida tras nueve muertes por COVID-19 https://t.co/uet4CuWiXH #Sociedad https://t.co/Rm3r4xmRIl	2020-05-11 19:09:34	es		0.0	0.0		#AlertaNoticias | Perú	#AlertaNoticias #QuedateEnCasa #Coronavirus #coronavirusenperu #Odebrecht #RPP #Política @elcomercio_peru @CanalN_ @larepublica_pe #Covid19 #ToquedeQueda	132979.0	160.0	360.0	394.0	7.0	False		
@depesoyuc	Abuelito con Covid-19 se intenta escapar del hospital por la azotea https://t.co/kuhA72hfQ7 https://t.co/KSZdUBwUyp	2020-05-11 19:09:34	es		0.0	0.0		De Peso Yucatán	Somos el periódico popular líder en la Península de Yucatán.	15883.0	516.0	261.0	1642.0	4.0	False		
